id,hand_player,bot_card_high,bot_card_suit_high,bot_card_medium,bot_card_suit_medium,bot_card_low,bot_card_suit_low,human_card_high,human_card_suit_high,human_card_medium,human_card_suit_medium,human_card_low,human_card_suit_low,bot_play_1,human_play_1,bot_play_2,human_play_2,bot_play_3,human_play_3,round_1_winner,round_2_winner,round_3_winner,who_asked_envido,who_asked_falta_envido,who_asked_real_envido,bot_points_envido,human_points_envido,who_refused_envido,who_won_envido,balance_envido,who_asked_flor,who_asked_contra_flor,who_asked_contra_flor_resto,bot_points_flor,human_flor_points,who_won_flor,who_asked_truco,when_asked_truco,who_asked_retruco,when_asked_retruco,who_asked_vale_quatro,when_asked_vale_quatro,who_refused_truco,who_won_truco,balance_truco,bot_old_points,human_old_points,bot_new_points,human_new_points,bot_hand_balance,human_hand_balance,bot_hand_quality,human_hand_quality
668,2,52,ESPADAS,24,COPAS,2,COPAS,16,COPAS,16,OURO,8,COPAS,24,16,2,8,52,16,1,2,1,1,0,0,28,22,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,2,3,1,3,0,0,0,1,3,9,11,13,11,4,0,0,0
669,1,52,ESPADAS,16,BASTOS,1,ESPADAS,8,BASTOS,2,COPAS,2,COPAS,16,2,1,2,-46,1,1,2,1,1,0,0,26,25,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,2,3,1,3,0,0,2,1,2,13,11,16,11,3,0,0,0
670,2,8,OURO,4,ESPADAS,2,BASTOS,24,COPAS,16,OURO,6,COPAS,2,16,8,6,-15,1,2,1,2,0,0,0,7,3,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,2,3,0,0,0,0,1,2,1,16,11,16,12,0,1,0,0
671,1,24,ESPADAS,8,COPAS,2,BASTOS,24,COPAS,7,COPAS,2,ESPADAS,24,2,8,24,-10,7,1,2,2,1,0,0,25,5,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,2,1,16,12,17,13,1,1,0,0
672,2,50,BASTOS,6,COPAS,4,OURO,8,BASTOS,7,ESPADAS,2,OURO,-46,1,-46,1,-46,1,1,1,1,0,0,0,21,25,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,17,13,18,13,1,0,0,0
673,1,50,BASTOS,24,OURO,16,ESPADAS,40,ESPADAS,8,OURO,4,COPAS,24,40,-46,8,-46,1,2,1,1,0,0,0,3,7,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,1,2,0,0,0,0,2,1,1,18,13,19,13,1,0,0,0
674,2,12,COPAS,8,BASTOS,4,OURO,16,ESPADAS,7,OURO,2,COPAS,4,16,8,7,-46,1,2,1,1,0,0,0,7,22,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,1,3,0,0,0,0,2,1,1,19,13,20,13,1,0,0,0
675,1,24,BASTOS,12,ESPADAS,6,COPAS,8,COPAS,3,BASTOS,1,ESPADAS,12,1,-46,1,-46,1,1,1,1,0,0,0,3,6,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,1,2,0,0,0,0,2,1,1,20,13,21,13,1,0,0,0
676,2,12,COPAS,6,COPAS,4,COPAS,16,ESPADAS,16,ESPADAS,1,BASTOS,4,16,-10,16,-10,0,2,2,2,1,0,0,28,4,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,2,1,21,13,22,14,1,1,0,0
677,1,50,BASTOS,16,OURO,8,COPAS,24,BASTOS,12,ESPADAS,6,COPAS,16,24,8,6,50,12,2,1,1,0,0,0,23,21,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,1,3,2,3,0,0,0,1,3,22,14,25,14,3,0,0,0
679,2,52,ESPADAS,40,OURO,8,BASTOS,16,OURO,7,COPAS,3,BASTOS,8,3,-46,1,-46,1,1,1,1,2,0,0,27,26,0,1,2,NULL,NULL,NULL,NULL,NULL,NULL,1,2,0,0,0,0,2,1,1,0,1,3,1,3,0,0,0
680,1,4,COPAS,3,COPAS,3,OURO,24,OURO,16,OURO,8,ESPADAS,3,8,-15,1,-15,1,2,2,2,1,0,0,33,25,0,1,2,NULL,NULL,NULL,NULL,NULL,NULL,2,2,0,0,0,0,1,2,1,3,1,5,2,2,1,0,0
681,2,16,OURO,2,ESPADAS,2,ESPADAS,8,OURO,7,ESPADAS,7,OURO,16,7,2,7,-15,1,1,2,2,1,0,0,27,20,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,2,3,0,0,0,0,1,2,1,5,2,6,3,1,1,0,0
682,1,24,COPAS,8,ESPADAS,7,ESPADAS,24,BASTOS,16,ESPADAS,12,OURO,24,12,7,16,-10,24,1,2,2,2,0,0,3,25,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,2,2,0,0,0,0,0,2,2,6,3,6,6,0,3,0,0
683,2,8,COPAS,7,BASTOS,3,COPAS,42,OURO,24,ESPADAS,1,OURO,3,24,-15,1,-15,1,2,2,2,0,0,0,6,7,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,2,2,0,0,0,0,1,2,1,6,6,6,7,0,1,0,0
684,1,52,ESPADAS,16,COPAS,3,OURO,16,ESPADAS,7,OURO,4,BASTOS,16,4,3,7,52,16,1,2,1,0,0,0,23,22,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,2,3,1,3,0,0,0,1,3,6,7,9,7,3,0,0,0
685,2,24,ESPADAS,6,BASTOS,4,BASTOS,7,COPAS,6,OURO,2,BASTOS,4,2,6,7,24,6,1,2,1,2,0,0,7,25,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,1,3,0,0,0,0,0,1,2,9,7,11,8,2,1,0,0
686,1,12,OURO,7,OURO,1,BASTOS,40,BASTOS,16,OURO,1,ESPADAS,12,16,-15,1,-15,1,2,2,2,0,0,0,25,7,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,2,2,0,0,0,0,1,2,1,11,8,11,9,0,1,0,0
687,2,40,OURO,8,OURO,6,ESPADAS,4,BASTOS,3,BASTOS,3,COPAS,-46,1,-46,1,-46,1,1,1,1,0,0,0,27,7,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,11,9,12,9,1,0,0,0
688,1,4,BASTOS,3,OURO,2,BASTOS,16,ESPADAS,8,BASTOS,2,COPAS,-10,1,-10,1,-10,1,2,2,2,0,0,0,7,22,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,2,1,12,9,12,10,0,1,0,0
689,2,6,BASTOS,2,ESPADAS,1,ESPADAS,24,ESPADAS,7,OURO,6,COPAS,1,24,-10,6,-10,0,2,2,2,1,0,0,29,3,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,2,1,12,10,13,11,1,1,0,0
690,1,24,OURO,7,ESPADAS,3,ESPADAS,8,COPAS,8,OURO,1,OURO,24,1,-46,1,-46,1,1,1,1,2,0,0,6,24,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,13,11,14,12,1,1,0,0
691,2,24,BASTOS,8,OURO,6,COPAS,7,COPAS,6,BASTOS,1,OURO,8,7,6,1,-46,1,1,1,1,1,0,0,3,4,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,14,12,16,12,2,0,0,0
692,1,24,OURO,8,BASTOS,7,COPAS,42,ESPADAS,8,ESPADAS,4,BASTOS,24,4,7,8,8,42,1,2,2,0,0,0,3,7,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,2,2,0,0,0,0,0,2,2,16,12,16,14,0,2,0,0
693,2,12,OURO,8,ESPADAS,8,COPAS,24,OURO,7,BASTOS,1,BASTOS,8,24,8,7,-46,1,2,1,1,2,0,0,21,27,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,1,3,0,0,0,0,2,1,1,16,14,17,15,1,1,0,0
694,1,24,COPAS,16,OURO,6,ESPADAS,52,COPAS,16,ESPADAS,6,BASTOS,24,6,6,16,-10,52,1,2,2,1,0,0,25,23,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,2,3,0,0,0,0,0,2,2,17,15,18,17,1,2,0,0
695,2,42,ESPADAS,24,BASTOS,6,ESPADAS,7,COPAS,3,COPAS,2,BASTOS,6,2,-46,1,-46,1,1,1,1,0,0,0,7,6,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,1,2,0,0,0,0,2,1,1,18,17,19,17,1,0,0,0
696,2,16,COPAS,4,ESPADAS,2,OURO,8,COPAS,7,COPAS,1,COPAS,2,1,4,7,16,8,1,2,1,2,0,0,29,24,0,1,2,NULL,NULL,NULL,NULL,NULL,NULL,2,3,0,0,0,0,0,1,2,0,0,4,0,4,0,0,0
697,1,6,ESPADAS,3,ESPADAS,1,BASTOS,42,BASTOS,7,ESPADAS,4,COPAS,1,4,-10,7,-10,0,2,2,2,0,0,0,24,7,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,2,1,4,0,4,1,0,1,0,0
698,2,16,COPAS,7,ESPADAS,6,ESPADAS,24,OURO,8,OURO,6,OURO,6,24,7,6,16,8,2,1,1,0,0,0,2,23,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,1,3,0,0,0,0,0,1,2,4,1,6,1,2,0,0,0
699,1,24,COPAS,8,BASTOS,4,OURO,8,OURO,6,ESPADAS,1,BASTOS,24,1,4,6,-15,1,1,2,2,2,0,0,7,4,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,2,3,0,0,0,0,1,2,1,6,1,6,3,0,2,0,0
700,2,12,OURO,6,COPAS,3,COPAS,8,ESPADAS,7,ESPADAS,1,ESPADAS,3,1,-46,1,-46,1,1,1,1,2,0,0,6,24,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,1,2,0,0,0,0,2,1,1,6,3,7,4,1,1,0,0
701,1,24,OURO,7,BASTOS,2,OURO,40,BASTOS,12,OURO,6,COPAS,24,6,7,12,-15,1,1,2,2,2,0,0,25,28,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,2,3,0,0,0,0,1,2,1,7,4,7,6,0,2,0,0
702,2,50,BASTOS,2,COPAS,1,COPAS,42,BASTOS,12,ESPADAS,1,OURO,1,12,2,1,50,42,2,1,1,1,0,0,26,7,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,1,3,2,3,1,3,0,1,4,7,6,12,6,5,0,0,0
703,1,24,ESPADAS,16,ESPADAS,6,ESPADAS,6,ESPADAS,3,BASTOS,1,OURO,24,1,-46,1,-46,1,1,1,1,0,0,0,25,6,0,0,0,1,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,12,6,16,6,4,0,0,0
704,2,7,ESPADAS,7,COPAS,4,OURO,8,BASTOS,3,COPAS,2,OURO,4,8,-15,1,-15,1,2,2,2,2,0,0,7,31,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,2,2,0,0,0,0,1,2,1,16,6,16,8,0,2,0,0
705,1,24,OURO,8,COPAS,3,ESPADAS,6,ESPADAS,6,BASTOS,1,OURO,24,1,3,6,8,6,1,2,1,2,0,0,6,4,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,2,3,0,0,0,0,0,1,2,16,8,18,9,2,1,0,0
706,2,16,ESPADAS,4,OURO,1,COPAS,7,BASTOS,4,OURO,3,ESPADAS,16,7,1,3,-15,1,1,2,2,1,0,0,7,7,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,2,3,0,0,0,0,1,2,1,18,9,19,10,1,1,0,0
707,1,24,ESPADAS,24,OURO,1,ESPADAS,16,COPAS,7,COPAS,3,COPAS,24,3,1,7,-46,16,1,2,1,2,0,0,4,28,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,1,3,0,0,0,0,2,1,1,19,10,20,11,1,1,0,0
708,2,6,OURO,3,COPAS,1,OURO,12,COPAS,8,COPAS,8,ESPADAS,-10,12,-10,1,-10,1,2,2,2,1,0,0,30,1,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,2,1,20,11,21,12,1,1,0,0
709,1,24,BASTOS,6,OURO,3,ESPADAS,52,ESPADAS,42,ESPADAS,16,COPAS,24,42,3,-1,-15,1,2,1,2,2,0,0,6,28,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,1,3,2,3,0,0,1,2,2,21,12,21,15,0,3,0,0
710,2,40,OURO,12,OURO,6,ESPADAS,50,COPAS,3,BASTOS,2,ESPADAS,6,2,12,50,-46,3,1,2,1,2,0,0,27,31,0,2,2,NULL,NULL,NULL,NULL,NULL,NULL,1,3,0,0,0,0,2,1,1,21,15,22,17,1,2,0,0
711,1,3,ESPADAS,2,ESPADAS,1,COPAS,16,ESPADAS,8,ESPADAS,4,COPAS,-10,1,-10,1,-10,1,2,2,2,0,0,0,35,27,0,0,0,1,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,2,1,22,17,25,18,3,1,0,0
713,2,16,ESPADAS,3,BASTOS,3,OURO,8,COPAS,7,BASTOS,1,BASTOS,16,8,3,1,-46,1,1,1,1,0,0,0,6,24,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0
714,1,42,ESPADAS,24,COPAS,4,ESPADAS,24,BASTOS,3,OURO,1,BASTOS,24,1,4,24,-46,3,1,2,1,2,0,0,7,6,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,1,3,0,0,0,0,2,1,1,1,1,2,2,1,1,0,0
715,2,12,OURO,6,BASTOS,4,COPAS,40,COPAS,16,OURO,8,BASTOS,4,16,12,8,-15,1,2,1,2,1,0,0,7,7,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,1,3,2,3,0,0,1,2,2,2,2,3,4,1,2,0,0
716,1,4,COPAS,1,ESPADAS,1,OURO,52,OURO,8,ESPADAS,8,COPAS,1,8,-10,8,-10,0,2,2,2,2,0,0,7,1,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,2,1,3,4,3,6,0,2,0,0
717,2,50,BASTOS,7,BASTOS,2,COPAS,16,BASTOS,7,ESPADAS,2,ESPADAS,2,16,7,2,50,1,2,1,1,2,0,0,26,27,0,0,0,1,NULL,NULL,NULL,NULL,NULL,1,3,0,0,0,0,0,1,2,3,6,8,6,5,0,0,0
718,1,50,BASTOS,40,BASTOS,2,ESPADAS,8,OURO,6,OURO,6,BASTOS,40,6,2,6,-46,8,1,2,1,1,0,0,26,0,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,1,3,0,0,0,0,2,1,1,8,6,10,6,2,0,0,0
719,2,40,OURO,3,BASTOS,2,BASTOS,42,BASTOS,4,ESPADAS,2,COPAS,2,42,3,2,-46,1,2,1,1,1,0,0,31,7,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,1,3,0,0,0,0,2,1,1,10,6,12,6,2,0,0,0
720,1,50,BASTOS,16,BASTOS,7,BASTOS,24,BASTOS,8,OURO,2,ESPADAS,16,24,-10,8,-10,0,2,2,2,0,0,0,23,5,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,2,1,12,6,12,7,0,1,0,0
721,2,50,BASTOS,7,COPAS,4,COPAS,8,OURO,7,ESPADAS,6,BASTOS,4,8,7,6,-46,1,2,1,1,0,0,0,7,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,1,3,0,0,0,0,2,1,1,12,7,13,7,1,0,0,0
722,1,16,COPAS,3,COPAS,1,OURO,50,OURO,24,BASTOS,16,ESPADAS,16,24,-15,1,-15,1,2,2,2,1,0,0,26,3,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,2,2,0,0,0,0,1,2,1,13,7,14,8,1,1,0,0
723,2,24,ESPADAS,4,COPAS,1,ESPADAS,7,COPAS,6,OURO,6,BASTOS,24,7,-46,1,-46,1,1,1,1,1,0,0,31,0,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,1,2,0,0,0,0,2,1,1,14,8,16,8,2,0,0,0
724,1,16,BASTOS,8,BASTOS,3,COPAS,16,ESPADAS,8,OURO,7,OURO,16,7,3,8,8,16,1,2,2,1,0,0,28,22,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,2,3,0,0,0,0,0,2,2,16,8,17,10,1,2,0,0
725,2,16,ESPADAS,12,OURO,8,OURO,24,OURO,7,BASTOS,3,COPAS,8,24,-46,7,-46,1,2,1,1,1,0,0,21,6,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,1,2,0,0,0,0,2,1,1,17,10,19,10,2,0,0,0
726,1,24,COPAS,8,BASTOS,1,BASTOS,16,COPAS,8,COPAS,1,OURO,24,1,1,8,8,16,1,2,2,2,0,0,23,4,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,2,3,0,0,0,0,0,2,2,19,10,19,13,0,3,0,0
727,2,50,BASTOS,24,OURO,8,ESPADAS,16,COPAS,6,BASTOS,1,ESPADAS,24,16,8,1,-46,1,1,1,1,0,0,0,3,24,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,19,13,20,13,1,0,0,0
728,1,12,OURO,8,COPAS,4,OURO,50,OURO,6,BASTOS,2,OURO,12,2,4,6,-15,1,1,2,2,2,0,0,21,25,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,2,3,0,0,0,0,1,2,1,20,13,20,15,0,2,0,0
729,2,8,COPAS,8,COPAS,4,COPAS,24,BASTOS,16,COPAS,1,BASTOS,4,24,-15,1,-15,1,2,2,2,2,0,0,27,25,0,1,2,NULL,NULL,NULL,NULL,NULL,NULL,2,2,0,0,0,0,1,2,1,20,15,22,16,2,1,0,0
730,1,42,ESPADAS,24,COPAS,4,OURO,16,ESPADAS,8,BASTOS,7,ESPADAS,24,7,4,8,42,16,1,2,1,1,0,0,30,2,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,2,3,1,3,0,0,0,1,3,22,16,26,16,4,0,0,0
731,2,3,ESPADAS,2,OURO,1,COPAS,24,OURO,16,ESPADAS,6,BASTOS,1,24,-10,6,-10,0,2,2,2,1,0,0,29,3,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,2,1,26,16,27,17,1,1,0,0
733,2,16,OURO,16,ESPADAS,6,ESPADAS,24,COPAS,3,BASTOS,1,COPAS,6,24,-46,3,-46,1,2,1,1,1,0,0,2,6,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,1,2,0,0,0,0,2,1,1,3,1,5,1,2,0,0,0
734,1,16,ESPADAS,6,BASTOS,1,BASTOS,7,ESPADAS,4,OURO,2,COPAS,6,7,-10,2,-10,0,2,2,2,2,0,0,22,7,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,2,1,5,1,5,3,0,2,0,0
735,2,24,ESPADAS,24,ESPADAS,2,OURO,7,BASTOS,3,OURO,1,BASTOS,24,7,2,3,24,1,1,2,1,2,0,0,28,26,0,1,2,NULL,NULL,NULL,NULL,NULL,NULL,2,3,0,0,0,0,0,1,2,5,3,9,3,4,0,0,0
736,2,24,COPAS,8,COPAS,3,OURO,24,BASTOS,12,OURO,3,BASTOS,3,24,-46,12,-46,1,2,1,1,1,0,0,29,24,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,1,2,0,0,0,0,2,1,1,11,3,13,3,2,0,0,0
737,1,16,BASTOS,2,ESPADAS,2,ESPADAS,16,BASTOS,8,ESPADAS,7,COPAS,16,7,2,8,-15,1,1,2,2,1,0,0,27,22,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,2,3,0,0,0,0,1,2,1,13,3,14,4,1,1,0,0
738,2,42,ESPADAS,7,COPAS,7,OURO,12,OURO,8,OURO,6,OURO,7,12,-46,6,-46,1,2,1,1,0,0,0,7,21,0,0,0,2,NULL,NULL,NULL,NULL,NULL,1,2,0,0,0,0,2,1,1,14,4,15,7,1,3,0,0
739,1,24,ESPADAS,24,BASTOS,3,COPAS,4,OURO,1,BASTOS,1,BASTOS,24,1,3,4,-46,1,1,2,1,2,0,0,6,31,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,1,3,0,0,0,0,2,1,1,15,7,16,8,1,1,0,0
740,2,4,BASTOS,3,BASTOS,3,OURO,16,OURO,7,BASTOS,6,BASTOS,3,16,-10,6,-10,0,2,2,2,1,0,0,33,22,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,2,1,16,8,17,9,1,1,0,0
741,1,16,BASTOS,12,BASTOS,2,BASTOS,7,OURO,4,OURO,1,ESPADAS,16,1,2,4,12,7,1,2,1,1,0,0,27,7,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,2,3,0,0,0,0,0,1,2,17,9,20,9,3,0,0,0
742,2,40,OURO,16,OURO,3,ESPADAS,42,COPAS,16,ESPADAS,7,OURO,3,42,40,16,-15,1,2,1,2,2,0,0,33,29,0,1,2,NULL,NULL,NULL,NULL,NULL,NULL,1,3,2,3,0,0,1,2,2,20,9,22,11,2,2,0,0
743,1,8,BASTOS,3,BASTOS,1,OURO,16,ESPADAS,16,ESPADAS,1,ESPADAS,8,16,-15,1,-15,1,2,2,2,1,0,0,24,26,0,2,2,NULL,NULL,NULL,NULL,NULL,NULL,2,2,0,0,0,0,1,2,1,22,11,22,14,0,3,0,0
744,2,24,BASTOS,6,COPAS,3,COPAS,8,BASTOS,7,COPAS,1,BASTOS,24,8,3,7,-46,1,1,2,1,0,0,0,23,20,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,22,14,23,14,1,0,0,0
745,1,8,BASTOS,3,COPAS,1,OURO,40,BASTOS,16,OURO,8,COPAS,8,16,-10,8,-10,0,2,2,2,2,0,0,26,29,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,2,1,2,0,2,2,0,2,0,0
746,2,8,OURO,7,COPAS,1,ESPADAS,12,OURO,2,OURO,1,ESPADAS,1,12,7,1,-15,1,2,1,2,2,0,0,20,29,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,2,3,0,0,0,0,1,2,1,2,2,2,4,0,2,0,0
747,1,24,ESPADAS,12,COPAS,12,BASTOS,8,OURO,6,COPAS,1,ESPADAS,24,1,12,1,-46,1,1,1,1,2,0,0,3,4,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,2,4,3,5,1,1,0,0
748,2,40,OURO,12,OURO,1,BASTOS,24,COPAS,16,BASTOS,4,BASTOS,40,24,1,4,12,16,1,2,2,0,0,0,31,32,0,0,0,2,NULL,NULL,NULL,NULL,NULL,2,3,0,0,0,0,0,2,2,3,5,3,10,0,5,0,0
749,1,24,OURO,24,COPAS,8,ESPADAS,40,COPAS,16,OURO,7,OURO,24,40,-10,16,-10,0,2,2,2,2,0,0,23,27,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,2,1,3,10,3,12,0,2,0,0
750,2,12,OURO,6,OURO,6,BASTOS,16,ESPADAS,8,BASTOS,2,ESPADAS,6,16,6,2,-46,1,2,1,1,1,0,0,21,22,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,1,3,0,0,0,0,2,1,1,3,12,5,12,2,0,0,0
751,1,24,ESPADAS,16,BASTOS,2,ESPADAS,42,ESPADAS,8,ESPADAS,3,BASTOS,24,42,16,8,-46,1,2,1,1,1,0,0,25,27,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,1,3,0,0,0,0,2,1,1,5,12,7,12,2,0,0,0
752,2,6,ESPADAS,6,BASTOS,4,ESPADAS,16,BASTOS,2,ESPADAS,2,BASTOS,4,16,6,2,-15,1,2,1,2,2,0,0,27,27,0,2,2,NULL,NULL,NULL,NULL,NULL,NULL,2,3,0,0,0,0,1,2,1,7,12,7,15,0,3,0,0
753,1,40,OURO,12,BASTOS,2,OURO,52,OURO,3,ESPADAS,3,ESPADAS,12,3,2,3,40,52,1,2,2,1,0,0,28,27,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,2,3,1,3,2,3,0,2,4,7,15,8,19,1,4,0,0
754,2,40,OURO,6,COPAS,3,ESPADAS,24,ESPADAS,16,OURO,7,BASTOS,40,24,6,7,-15,1,1,2,2,1,0,0,7,3,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,2,3,0,0,0,0,1,2,1,8,19,9,20,1,1,0,0
755,1,6,COPAS,2,ESPADAS,1,BASTOS,7,BASTOS,7,ESPADAS,2,OURO,6,7,-10,2,-10,0,2,2,2,0,0,0,5,5,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,2,1,9,20,9,21,0,1,0,0
756,2,16,OURO,7,ESPADAS,3,BASTOS,7,BASTOS,6,COPAS,6,COPAS,16,7,7,1,-46,1,1,1,1,1,0,0,6,20,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,9,21,11,21,2,0,0,0
757,1,16,OURO,7,BASTOS,2,COPAS,8,COPAS,6,COPAS,3,OURO,16,3,7,8,-15,1,1,2,2,2,0,0,5,20,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,2,3,0,0,0,0,1,2,1,11,21,11,23,0,2,0,0
758,2,12,COPAS,7,ESPADAS,3,COPAS,52,OURO,4,ESPADAS,3,BASTOS,7,3,3,4,-15,1,1,2,2,0,0,0,6,7,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,2,3,0,0,0,0,1,2,1,11,23,11,24,0,1,0,0
759,1,50,BASTOS,16,OURO,6,OURO,3,BASTOS,3,BASTOS,2,COPAS,16,2,6,1,-46,1,1,1,1,2,0,0,23,6,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0
760,2,24,COPAS,16,ESPADAS,3,ESPADAS,3,BASTOS,2,BASTOS,1,BASTOS,-46,1,-46,1,-46,1,1,1,1,2,0,0,6,30,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,1,1,2,2,1,1,0,0
761,1,16,BASTOS,8,BASTOS,8,OURO,24,ESPADAS,7,COPAS,2,ESPADAS,16,24,8,7,-46,1,2,1,1,2,0,0,22,5,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,1,3,0,0,0,0,2,1,1,2,2,3,3,1,1,0,0
762,2,52,ESPADAS,12,ESPADAS,8,OURO,24,COPAS,8,BASTOS,7,ESPADAS,8,24,8,7,-15,1,2,1,2,0,0,0,21,3,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,2,3,0,0,0,0,1,2,1,3,3,3,4,0,1,0,0
763,1,24,BASTOS,24,BASTOS,4,ESPADAS,40,ESPADAS,3,OURO,1,COPAS,24,1,4,1,-46,1,1,1,1,1,0,0,30,7,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,3,4,5,4,2,0,0,0
764,2,16,OURO,7,ESPADAS,3,COPAS,24,ESPADAS,12,BASTOS,1,BASTOS,3,24,7,1,16,12,2,1,1,2,0,0,26,27,0,2,2,NULL,NULL,NULL,NULL,NULL,NULL,2,2,0,0,0,0,0,1,2,5,4,7,6,2,2,0,0
765,1,7,COPAS,3,BASTOS,2,ESPADAS,24,ESPADAS,8,COPAS,8,BASTOS,2,1,-15,1,-15,1,2,2,2,0,0,0,6,3,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,2,1,0,0,0,0,1,2,1,7,6,7,7,0,1,0,0
